Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-288.8541	-373.7628	84.9087	1.240102	0.0382407	0.483023	0.516977	1.690187
6	-293.4399	-377.9498	84.50992	1.186627	0.07346841	0.22501	0.77499	1.883815
12	-295.647	-380.3725	84.72554	0.9709208	0.07348656	0.3803	0.6197	1.883815
18	-290.0923	-373.8566	83.7643	1.002397	0.109347	0.405777	0.594223	2.388483
24	-283.411	-368.634	85.223	1.482899	0.07446055	0.261973	0.738027	1.114231
30	-279.5973	-364.9242	85.32689	1.382513	0.06441222	0.208452	0.791548	1.154198
36	-286.508	-371.6265	85.11845	1.442495	0.09672017	0.473378	0.526622	1.154198
42	-281.4241	-366.8084	85.38423	1.372477	0.1136755	0.257629	0.742371	0.8925415
48	-276.7365	-362.2109	85.47448	1.601744	0.04421388	0.356642	0.643358	0.8925415
54	-283.8011	-368.8468	85.04578	1.597251	0.02940932	0.356642	0.643358	1.350887
60	-295.9169	-380.9965	85.07964	1.57087	0.08400649	0.419264	0.580736	1.124413
66	-298.2677	-383.4628	85.1951	1.809829	0.1031241	0.212176	0.787824	0.5185883
72	-300.3125	-385.1929	84.88046	2.093364	0.1103856	0.188974	0.811026	0.5306278
78	-287.3283	-372.1496	84.8213	1.721542	0.1644016	0.475463	0.524537	0.9241983
84	-276.8941	-362.3531	85.45896	1.068526	0.1174805	0.51541	0.48459	1.107439
90	-285.9911	-370.0179	84.02683	1.085474	0.08458095	0.280425	0.719575	2.235913
96	-293.9406	-378.545	84.60442	1.199986	0.1087437	0.157221	0.842779	1.701198
102	-298.3937	-383.4967	85.10304	1.281456	0.1135638	0.206465	0.793535	1.245469
108	-288.8592	-373.8122	84.953	1.281456	0.1538576	0.168115	0.831885	1.245469
114	-297.2941	-382.4281	85.13394	1.630024	0.1447999	0.581321	0.418679	0.7284469
120	-299.9942	-383.6756	83.68144	1.38135	0.1538576	0.155634	0.844366	2.090164
126	-285.8425	-370.9007	85.05827	1.60325	0.06772976	0.247789	0.752211	1.181985
132	-287.1574	-372.4553	85.29791	1.60325	0.07115218	0.190851	0.809149	0.9387533
138	-284.1943	-369.2455	85.05122	1.261637	0.1007341	0.415243	0.584757	1.346869
144	-298.7154	-382.8704	84.15504	1.590267	0.09489985	0.299243	0.700757	1.783544
150	-289.5486	-373.6911	84.1425	1.073269	0.08521782	0.33189	0.66811	2.167114
156	-283.8473	-368.1616	84.31427	1.129324	0.2153831	0.193685	0.806315	1.699848
162	-287.1387	-371.8383	84.69961	0.9778607	0.1423107	0.114992	0.885008	1.699848
168	-283.3175	-367.5849	84.26732	1.082975	0.09501525	0.316025	0.683975	2.050552
174	-276.6608	-362.0073	85.34647	1.213374	0.09501525	0.462975	0.537025	1.161638
180	-281.2523	-366.381	85.12874	1.442273	0.05069105	0.376058	0.623942	1.327352
186	-280.3396	-365.1274	84.78774	0.9786377	0.09742885	0.552385	0.447615	1.761277
192	-285.2166	-369.8464	84.62983	0.9037237	0.1408148	0.546628	0.453372	1.804331
198	-293.3656	-377.5087	84.14317	1.116082	0.1971237	0.520605	0.479395	1.865247
204	-294.7815	-379.2844	84.50292	0.8772038	0.1593032	0.434126	0.565874	1.865247
210	-280.8014	-365.833	85.03162	1.358136	0.06636357	0.421777	0.578223	1.409023
216	-286.677	-371.3061	84.6291	1.363606	0.07686838	0.545555	0.454445	1.666448
222	-292.4899	-376.9757	84.48587	1.379453	0.2329761	0.152887	0.847113	1.348717
228	-287.4743	-372.5243	85.04998	1.379453	0.2256243	0.277064	0.722936	0.8400845
234	-298.9427	-383.5318	84.5891	0.8049833	0.09943775	0.460631	0.539369	2.008907
240	-291.3686	-376.8675	85.49891	1.517232	0.07189338	0.207098	0.792902	0.7987349
246	-297.173	-382.2703	85.09731	1.204799	0.2374101	0.366666	0.633334	0.9480692
252	-279.038	-363.7248	84.68672	1.178537	0.1578758	0.163583	0.836417	1.524123
258	-279.7614	-363.8728	84.11141	1.22866	0.05309256	0.293107	0.706893	2.186315
264	-296.1428	-381.292	85.14925	1.1285	0.1145869	0.293107	0.706893	1.329402
270	-283.3844	-368.2042	84.81974	1.14554	0.04588279	0.481046	0.518954	1.79249
276	-280.2887	-364.8338	84.54511	0.9372399	0.08090524	0.245927	0.754073	2.004681
282	-284.8766	-369.2414	84.36479	1.238541	0.05574682	0.288231	0.711769	2.004681
288	-277.4196	-362.6725	85.25291	1.15603	0.07305035	0.280524	0.719476	1.368995
294	-289.8095	-373.9272	84.11772	1.058623	0.1514348	0.341436	0.658564	2.020697
300	-283.3718	-367.6527	84.28099	1.098704	0.09865543	0.394025	0.605975	2.020697
306	-275.249	-360.3932	85.14422	1.508744	0.1118849	0.203576	0.796424	1.00968
312	-284.2658	-369.7288	85.46304	1.327712	0.1118849	0.379976	0.620024	0.8613294
318	-287.135	-372.0162	84.88121	1.137877	0.05605091	0.187931	0.812069	1.719245
324	-292.2547	-377.8619	85.60712	1.077002	0.08682801	0.329207	0.670793	1.082049
330	-284.923	-370.0146	85.09167	1.983754	0.08682801	0.233187	0.766813	0.4803181
336	-286.559	-371.879	85.32001	1.983754	0.03960905	0.0994858	0.900514	0.4803181
342	-280.7021	-365.7759	85.07383	1.818917	0.08313247	0.39535	0.60465	0.886303
348	-274.2432	-359.5044	85.26118	1.598763	0.07106938	0.303279	0.696721	0.9821644
354	-282.3074	-367.3292	85.02178	1.777073	0.03935617	0.147338	0.852662	1.184854
360	-287.4211	-372.3125	84.89132	1.817241	0.0659449	0.494297	0.505703	1.148344
366	-295.4822	-380.4772	84.99494	1.511011	0.0659449	0.446093	0.553907	1.318887
372	-292.4018	-377.9433	85.54149	1.501109	0.08192715	0.292147	0.707853	0.6861302
378	-285.5173	-370.7909	85.2736	1.501109	0.08192715	0.354571	0.645429	1.016701
384	-290.2081	-375.5864	85.37837	1.806687	0.03699195	0.339172	0.660828	0.802802
390	-284.5997	-369.4972	84.89743	1.806687	0.0297792	0.260651	0.739349	1.30064
396	-298.1152	-383.1454	85.03013	1.538004	0.06961165	0.101113	0.898887	1.253536
402	-279.0999	-364.3127	85.2128	1.26587	0.03439371	0.331203	0.668797	1.461681
408	-289.9694	-374.1542	84.18475	1.157679	0.1841171	0.396698	0.603302	1.835643
414	-295.6375	-380.5856	84.94809	1.094801	0.1126878	0.232997	0.767003	1.516473
420	-299.7519	-383.8134	84.06148	1.094801	0.1126878	0.412742	0.587258	2.129539
426	-294.8093	-380.3047	85.49548	1.124033	0.1126878	0.319675	0.680325	1.039182
432	-297.5338	-382.0596	84.52582	0.7082635	0.1460718	0.407746	0.592254	1.994823
438	-300.2874	-385.5505	85.26313	0.9918874	0.06943891	0.407746	0.592254	1.500382
444	-288.3933	-372.889	84.49578	0.922385	0.1483581	0.263637	0.736363	1.865123
450	-299.0465	-383.2306	84.18413	0.7898949	0.04992169	0.250244	0.749756	2.430163
456	-286.2776	-370.43	84.15245	0.8162883	0.09615321	0.421615	0.578385	2.295233
462	-283.3681	-368.3014	84.93322	1.099777	0.07574689	0.40513	0.59487	1.641332
468	-289.999	-374.1904	84.19143	1.182741	0.0387954	0.105195	0.894805	2.210308
474	-289.2902	-374.1133	84.82308	1.27437	0.04587357	0.206263	0.793737	1.699914
480	-287.8651	-372.9215	85.05644	1.886391	0.04614182	0.234176	0.765824	1.022285
486	-277.263	-362.2688	85.00579	1.644014	0.06431473	0.440169	0.559831	1.206319
492	-280.2066	-365.0649	84.85821	1.416163	0.05124753	0.536572	0.463428	1.552675
498	-281.7094	-366.5629	84.85344	1.335232	0.06861171	0.349963	0.650037	1.552675
504	-283.8495	-369.1346	85.28516	1.653476	0.1153113	0.146945	0.853055	0.5983848
510	-284.3624	-369.6178	85.25545	1.793988	0.08463233	0.176603	0.823397	0.6478702
516	-283.5089	-368.7476	85.23876	1.812831	0.07823342	0.209568	0.790432	0.7005116
522	-287.7907	-373.1628	85.37214	1.372027	0.04997095	0.309608	0.690392	1.186492
528	-291.9748	-376.9655	84.99068	1.603098	0.04398994	0.434072	0.565928	1.336007
534	-288.072	-372.9951	84.92311	1.541176	0.07082993	0.448241	0.551759	1.333445
540	-282.592	-367.8078	85.21577	1.784882	0.1042184	0.335301	0.664699	0.5138549
546	-279.912	-365.3353	85.42328	1.465469	0.05071084	0.408849	0.591151	1.052358
552	-289.6986	-374.6308	84.93215	1.339174	0.05071084	0.35573	0.64427	1.556904
558	-295.7612	-381.0806	85.31938	1.553781	0.0335978	0.367626	0.632374	1.143492
564	-287.6382	-372.8441	85.20586	1.667301	0.0335978	0.286742	0.713258	1.143492
570	-288.6813	-373.1801	84.49879	1.431951	0.3048361	0.315338	0.684662	1.143492
576	-292.9348	-377.6488	84.71395	1.425335	0.3048361	0.331194	0.668806	0.9426438
582	-290.0468	-375.2992	85.25239	1.415436	0.1355169	0.359563	0.640437	0.8979895
588	-288.2072	-373.8575	85.65028	1.529268	0.049674	0.329794	0.670206	0.7193318
594	-291.0756	-376.25	85.17437	1.630131	0.1521614	0.490339	0.509661	0.5887704
600	-305.626	-391.1	85.47402	1.151942	0.042963	0.44275	0.55725	1.31426
606	-291.2182	-376.2013	84.9831	1.107855	0.09469668	0.277392	0.722608	1.536671
612	-280.9223	-365.7329	84.8106	1.182912	0.07452969	0.235824	0.764176	1.673692
618	-293.807	-377.6725	83.86546	1.182912	0.1470356	0.147776	0.852224	2.115285
624	-288.0155	-371.436	83.42051	0.9836385	0.05345445	0.264748	0.735252	2.772054
630	-286.6207	-370.9774	84.3567	0.7909636	0.0433743	0.488531	0.511469	2.341053
636	-285.8954	-370.2178	84.32244	0.8540762	0.03747176	0.433789	0.566211	2.341053
642	-282.8436	-366.9644	84.12082	0.7265179	0.06848129	0.412694	0.587306	2.452144
648	-285.2727	-369.3982	84.12551	0.522334	0.257667	0.683928	0.316072	2.160359
654	-283.3035	-366.3669	83.06333	0.9006619	0.108821	0.423213	0.576787	2.885414
660	-281.8917	-366.2096	84.31788	0.6501392	0.1108488	0.380979	0.619021	2.256294
666	-273.587	-357.2029	83.61585	0.9455252	0.1292633	0.304447	0.695553	2.468497
672	-274.02	-358.3028	84.28287	0.9251107	0.1212544	0.502394	0.497606	2.07334
678	-286.8883	-371.837	84.94879	1.230822	0.08981906	0.326474	0.673526	1.486391
684	-281.9262	-366.6758	84.74955	1.086169	0.07596198	0.348618	0.651382	1.780026
690	-279.3546	-363.7353	84.38069	0.8711225	0.09211953	0.434551	0.565449	2.123609
696	-279.8629	-364.6879	84.82493	1.045005	0.2864474	0.30161	0.69839	1.233345
702	-280.4808	-365.361	84.88014	1.129079	0.2393928	0.382901	0.617099	1.216492
